,date,headline,contents,url,stock,label
0, 2020.07.23 08:49,"LG이노텍, 아이폰12 출시 지연 따라 4분기 '깜짝 실적' 전망",대신증권 보고서코로나19에도 2Q 영업익 전망치 상회전략고객사 보급형 덕스마트폰 카메라 차별화 전략 지속 전망에 향후 실적 긍정적 고준혁 기자 대신증권은 LG이노텍(011070)의 전략 거래처인 애플이 아이폰 보급형 모델 판매 호조를 기록 광학솔루션(카메라모듈) 매출이 늘어난 등으로 2분기 실적이 컨센서스를 상회했다고 평가했다. LG이노텍의 향후 실적 역시 거래처가 새로운 스마트폰 모델 출시를 지연함에 따라 3분기보다는 4분기에 호조를 나타낼 걸로 전망했다. 이에 투자의견 매수(Buy)와 목표주가 20만원을 각각 유지했다. LG이노텍의 2분기 연결기준 영업이익은 전년 동기 대비 129% 증가한 429억4000만원으로 나타나 컨센서스인 320억원을 상회했다. 같은 기간 매출은 1조5399억원을 기록해 1.2% 증가했다. 박강호 대신증권 연구원은 카메라모듈 매출은 신종 코로나 바이러스 감염증(코로나19)으로 인한 비수기임에도 전략거래선의 보급형 모델 출시 및 양호한 판매로 매출 9296억원을 기록해 추정치를 상회했다며 반도체 인쇄회로기판(PCB) 매출도 호조를 보였다고 분석했다. 앞으로의 스마트폰 시장에서 차별화 전략을 취할 수 있는 부분은 여전히 카메라모듈이기 때문에 이를 생산하는 LG이노텍의 실적 전망은 밝다고 내다봤다. 고객사인 애플이 아이폰12 출시를 3분기에서 4분기로 지연시킬 것으로 전망돼 동사 실적 역시 올해 말로 갈수록 개선되는 모습을 보일 것으로 관측했다. 박 연구원은 투자포인트는 3분기보다 4분기 실적 호조에 초점을 둬야 하는데 이는 전략거래선의 프리미엄 스마트폰 출시 지연으로 카메라모듈 공급이 늦어진 데 기인한다며 4분기 전체 영업이익은 3285억원으로 분기 기준으로 최고 실적을 낼 것으로 예상된다고 말했다.이어 스마트폰은 내년에도 카메라모듈에서 고화소를 추구하는 등 기능을 확대하는 경쟁을 계속할 것이라며 동사가 비행시간 거리측정(ToF) 카메라와 트리플(3개) 카메라에서 안정적인 기술과 원가 경쟁력이 있는 것을 감안하면 전략고객사 안에서 카메라모듈 점유율 변화가 적을 것이라고 관측했다. 이밖에 글로벌 5세대 이동통신(5G) 스마트폰 시장 확대로 안테나모듈용 반도체 기판(SiP) 수요 증가가 예상되는 가운데 LG이노텍이 내년 상반기까지 1274억원을 해당 분야에 투자하겠다고 밝힌 점은 긍정적으로 보았다. 발광다이오드(LED) 경영효율화 진행으로 적자가 축소됐고 전장부품도 저수익 모델 축소 등을 통해 적자사업이 소멸된 점도 이익 개선 요인으로 평가했다.고준혁 (kotaeng@edaily.co.kr)네이버에서  뉴스를 만나보세요빡침해소 청춘뉘우스 스냅타임＜종합 경제정보 미디어   무단전재  재배포 금지＞ 관련뉴스해당 언론사에서 선정하며 언론사 페이지()로 이동해 볼 수 있습니다.정치판 부부의 세계김제시의회 유진우고미정 제명故박원순 피소 전 연락받은 부장검사절차 따르라고만 안내설현 측 루머 인물 아냐 태국 호텔 담배 소동 뭐길래추미애 檢 부동산과 전쟁 지시서울시장 직진하나김진애 SKY 대학 서울 떠나면 인구 분산될 것,https://finance.naver.com/item/news_read.nhn?article_id=0004696562&office_id=018&code=011070&page=5&sm=,011070,0.43
1, 2020.07.23 08:38,"한투 ""LG이노텍 4분기 역대 최대 영업이익 기대""",고객사 신제품 출시 지연으로3분기 영업이익 조정 예상되나큰 폭 조정 이뤄지면 매수 추천 한국투자증권은 LG이노텍(011070)에 대해 34분기 영업이익은 지난해보다 적지만 올해 44분기엔 역대 최대 영업이익이 예상된다고 전망했다. 목표주가는 기존 18만원에서 20만원으로 높였으며 투자의견은 매수를 유지했다.조철희 한국투자증권 연구원은 23일 보고서에서 올해는 하반기 성수기 효과가 천천히 나타날 것이라며 지난해엔 8월부터 카메라모듈을 납품했는데 올해는 9~10월부터 관련 매출을 인식할 전망이라고 밝혔다.이는 북미 고객사의 신제품 출시 시기가 신종 코로나바이러스 감염증(코로나19)으로 1~2개월 늦어졌기 때문이다. 이에 따라 조 연구원은 LG이노텍의 34분기 영업이익 전망치를 기존 1970억원에서 1040억원으로 낮춰 잡았다. 그는 34분기 우려에 주가 단기 조정이 가능하나 큰 폭으로 조정이 이뤄지면 매수를 추천한다고 덧붙였다.한편 LG이노텍의 24분기 실적은 예상보다 준수했다는 설명이다. LG이노텍은 올해 24분기 매출액 1조5399억원 영업이익 429억원을 기록했다고 공시했다. 각각 지난해 같은 분기에 비해 1.2% 128.7%씩 늘어난 액수다. 조 연구원은 북미 주요 고객사의 상반기 신모델 판매 가 코로나19에도 불구하고 양호했기 때문이라고 분석했다.이어 24분기는 일반적으로 비수기로 1년 중 북미 고객사의 납품 물량이 가장 적어 영업이익을 내기 쉽지 않았다며 그러나 올해는 북미 고객사가 상반기 중저가 신제품을 출시하면서 가동률이 지난해보다 높았다고 덧붙였다. 패키징 기판 판매 호조로 기판 부문 영업이익률이 20%를 넘긴 것도 긍정적인 대목으로 평가했다.심우일기자 vita@sedaily.com 바로가기 네이버 채널에서  구독해주세요 집슐랭 미슐랭 가이드처럼 알찬 부동산뉴스저작권자   무단 전재 및 재배포 금지 관련뉴스해당 언론사에서 선정하며 언론사 페이지()로 이동해 볼 수 있습니다.역세권에 30년 장기임대 이재명 기본주택에 오세훈 대찬성 내 해법과 유사황신혜 딸 이진이 엄마 못지 않은 미모 섹시폭발 근황 공개언론사 법적 조치 조국 반격에 진중권 내로남불 야유와 조롱도 표현의 자유한선화 몸매 이정도였어 수영복에 섹시폭발 S라인 몸매 공개진료비는 이 계좌로 진료비 98억원 축소신고한 양악 전문 치과의사 징역형,https://finance.naver.com/item/news_read.nhn?article_id=0003772753&office_id=011&code=011070&page=5&sm=,011070,0.43
2, 2020.07.23 08:04,"LG이노텍, 4분기 정상화 기대-NH證",조준영 기자 NH투자증권이 23일 LG이노텍에 대해 북미 고객사 신제품 출시 지연영향으로 3분기 실적은 예상보다 부진할 것으로 전망되지만 결국 4분기에 정상화될 것으로 기대된다고 밝혔다. 이에 투자의견 매수 목표주가 21만원을 제시했다.이규하 NH투자증권 연구원은 고객사 신제품 출시일정이 일부 시장의 우려처럼 12월 중순까지 지연되지 않는 이상 제품 판매에는 큰 영향이 없을 것으로 판단한다며 당사는 신형 스마트폰 중 하위모델은 늦어도 10월 초중순 상위 모델은 11월 초중순에 판매가 진행될 것으로 전망한다고 밝혔다.이 연구원은 3분기는 고객사 신제품 출시 지연으로 시장 및 당사 기존 추정치를 하회할 것으로 전망한다면서도 4분기에 3분기 물량 이연효과가 발생해 연간 실적은 큰 변화가 없을 것으로 예상한다. 주가조정 시 저가매수를 권고한다고 덧붙였다.조준영 기자 cho@mt.co.kr줄리아 투자노트조 변호사의 가정상담소  구독하기 저작권자  돈이 보이는 리얼타임 뉴스  무단전재 및 재배포 금지 관련뉴스해당 언론사에서 선정하며 언론사 페이지()로 이동해 볼 수 있습니다.5000억보다 사랑상속 포기하고 자기 인생 찾은 금수저들재테크 유튜버 주언규 월수입 180에서 1.8억문채원 런웨이 드레스에 아찔한 킬힐어디 거야전소미 한국 학교 전학와서 왕따 당해주동자 만났다수현 근황 사진 공개임신 29주차에도 변함없는 미모,https://finance.naver.com/item/news_read.nhn?article_id=0004444022&office_id=008&code=011070&page=5&sm=,011070,0.5
3, 2020.07.23 07:38,LG이노텍 4분기 실적 정상화 기대-NH,이지현 기자 NH투자증권은 LG이노텍(011070)에 대해 주요 고객이 있는 북미에서의 신제품 출시 지연으로 3분기 실적이 예상보다 부진할 것으로 보이지만 4분기에 정상화될 것으로 기대된다고 전망했다. 이에 따라 투자 의견을 매수 목표주가를 21만원으로 유지했다. LG이노텍의 현재 주가는 1주당 16만4500원(전날 종가 기준)이다. NH투자증권 제공이규하 NH투자증권 연구원은 23일 펴낸 보고서에서 고객사 신제품 출시 일정이 일부 시장의 우려처럼 12월 중순까지 지연되지 않는 이상 제품 판매에는 큰 영향이 없을 것으로 판단된다고 설명했다.LG이노텍의 2분기 영업이익은 전년 동기 대비 128.7% 상승한 429억원으로 추정됐다. 고객사 신모델 판매 호조세에 따른 카메라 모듈 출하량 확대와 기판 사업부 마진 개선 양호한 원달러 효과 등이 긍정적인 영향을 끼쳐서다. 신형 스마트폰 중 하위 모델은 늦어도 10월 초중순 상위 모델은 11월 초중순에 판매가 진행될 것으로 전망되고 있다.이규하 연구원은 3분기는 고객사 신제품 출시 지연으로 시장 및 당사 기존 추정치 하회할 전망이라면서도 4분기에 3분기 물량 이연효과가 발생해 연간 실적은 큰 변화가 없을 것으로 예상된다. 주가 조정 시 저가매수를 권한다고 말했다.이지현 (ljh423@edaily.co.kr)네이버에서  뉴스를 만나보세요빡침해소 청춘뉘우스 스냅타임＜종합 경제정보 미디어   무단전재  재배포 금지＞ 관련뉴스해당 언론사에서 선정하며 언론사 페이지()로 이동해 볼 수 있습니다.정치판 부부의 세계김제시의회 유진우고미정 제명사상최대 빚투주가 더 간다 확신 찬 개미돈 빌려 투자설현 측 루머 인물 아냐 태국 호텔 담배 소동 뭐길래불법캠핑에 병드는 관광지.계도만 하는 지자체김진애 SKY 대학 서울 떠나면 인구 분산될 것,https://finance.naver.com/item/news_read.nhn?article_id=0004696486&office_id=018&code=011070&page=5&sm=,011070,0.5
4, 2020.07.23 07:57,"LG이노텍, 2분기 견조한 실적..하반기 5G 기대감 목표가↑-유안타",양희동 기자 유안타증권은 23일 LG이노텍(011070)이 북미 주력 고객사의 중저가 신제품 출시 효과로 올 2분기 견조한 실적을 달성했다고 평가했다. 투자의견은 매수(BUY)로 유지하고 목표주가는 19만원에서 22만 7000원으로 19.5% 상향했다.LG이노텍은 2분기 매출액과 영업이익이 각각 1조 5000억원 429억원 등으로 전년동기 대비 각각 1% 129% 증가했다. 반도체 기판을 중심으로 기판소재 사업부의 실적 모멘텀이 강화되는 가운데 북미 주력 고객사의 중저가 스마트폰 및 태블릿PC 출시 등이 실적을 견인한 것으로 추정된다. 예년에는 북미 주력 고객사의 신제품 출시가 하반기에 집중되며 2분기가 실적 저점을 형성했던 것과는 변화된 부분이다.LG이노텍의 3분기와 4분기 영업이익을 각각 1104억원 3224억원으로 추정됐다. 북미 주력 고객사의 하반기 전략 모델의 출시 시점이 1~2개월 지연됨에 따라 3분기 실적은 기존 예상을 하회하겠지만 4분기 실적 모멘텀이 극대화될 것으로 예상된다. 더욱이 올 하반기에는 mmWave 5G 스마트폰용 고사양 AiP기판 시장에 본격적으로 진입한다는 점에도 주목된다. 또 내년 5G 확산에 대비해 반도체 기판사업에 1274억원에 달하는 대규모 투자를 결정했고 이로 인해 기판소재 사업부의 성장성이 재조명 받으면서 기업가치에 긍정적으로 작용할 것이란 분석이다.LG이노텍의 내년 연간 매출액과 영업이익은 각각 10조원 7835억원 등으로 전년 대비 각각 7% 28% 증가하며 강한 실적 모멘템이 예상된다. 또 광학솔루션과 기판소재사업부가 전사 실적을 이끌 전망이다.이재윤 유안타증권 연구원은 내년까지는 북미 주력 고객사 내에서 LG이노텍의 독점적인 카메라모듈 점유이 유지될 것으로 예상돼 광학솔루션 매출액은 7조 4000억원에 달해 올해 대비 19% 성장할 것으로 추정된다며 기판소재사업부 매출액은 올해 1조 2000억원에서 내년에는 1조 5000억원으로 고성장 국면에 진입할 전망이라고 내다봤다.양희동 (eastsun@edaily.co.kr)네이버에서  뉴스를 만나보세요빡침해소 청춘뉘우스 스냅타임＜종합 경제정보 미디어   무단전재  재배포 금지＞ 관련뉴스해당 언론사에서 선정하며 언론사 페이지()로 이동해 볼 수 있습니다.정치판 부부의 세계김제시의회 유진우고미정 제명사상최대 빚투주가 더 간다 확신 찬 개미돈 빌려 투자설현 측 루머 인물 아냐 태국 호텔 담배 소동 뭐길래불법캠핑에 병드는 관광지.계도만 하는 지자체김진애 SKY 대학 서울 떠나면 인구 분산될 것,https://finance.naver.com/item/news_read.nhn?article_id=0004696498&office_id=018&code=011070&page=5&sm=,011070,0.5
5, 2020.07.23 07:57,"LG이노텍, 주가 일시적 숨고르기 있을 것-키움",김영상 기자 키움증권이 23일 LG이노텍에 대해 일시적 주가 숨고르기가 있을 것으로 전망하며 투자 의견은 Outperform(시장수익률 상회)으로 내리고 목표 주가는 21만원을 유지했다. LG이노텍은 올 2분기 영업이익이 지난해 동기 대비 129% 증가한 429억원으로 시장 컨센서스(320억원)를 초과했다. 이규하 키움증권 연구원은 광학 솔루션은 팬데믹 국면 비수기에도 2세대 아이폰 SE 아이패드 프로 등 신모델 효과가 예상보다 우호적이었다며 기판소재 내 고부가 제품군의 실적 호조가 이어졌는데 반도체 기판은 5G용 수요 테이프 서브스트레이트(Tape Substrate)는 재고 축적 수요 포토마스크는 중화권 10.5세대 등 수요가 증가했다고 분석했다. 이규하 연구원은 LED는 효율화 노력을 통해 적자 폭을 크게 줄였지만 전장 부품은 코로나19로 인한 자동차 생산 차질과 수요 부진으로 인해 적자 폭이 예상 폭이 예상보다 컸다고 했다. 이 연구원은 광학솔루션은 9월 이후 모델향 트리플 카메라와 ToF 모듈의 공급을 주도하고 이 과정에서 카메라 사양 개선 신규 ToF 모듈 추가로 인해 대당 매출이 전년보다 크게 증가할 것이라며 다만 3분기는 감가상각비 등 늘어난 고정비가 부담일 것이라고 밝혔다. 이어 3분기 실적에 대한 눈높이를 낮추고 4분기 눈높이를 높이는 과정에서 주가는 일시적인 숨고르기가 있을 것으로 판단된다고 전망했다. 김영상 기자 video@mt.co.kr줄리아 투자노트조 변호사의 가정상담소  구독하기 저작권자  돈이 보이는 리얼타임 뉴스  무단전재 및 재배포 금지 관련뉴스해당 언론사에서 선정하며 언론사 페이지()로 이동해 볼 수 있습니다.5000억보다 사랑상속 포기하고 자기 인생 찾은 금수저들재테크 유튜버 주언규 월수입 180에서 1.8억문채원 런웨이 드레스에 아찔한 킬힐어디 거야전소미 한국 학교 전학와서 왕따 당해주동자 만났다화사 욕조 속 매혹적인 자태압도적인 비주얼,https://finance.naver.com/item/news_read.nhn?article_id=0004444007&office_id=008&code=011070&page=5&sm=,011070,0.5
6, 2020.07.23 07:51,"LG이노텍, 하반기 실적 크게 개선 전망-DB",DB금융투자는 LG이노텍에 대해 올해 24분기 신종 코로나바이러스감염증(코로나19) 영향에도 불구하고 비교적 선방했다며 하반기 실적이 크게 개선될 것으로 23일 내다봤다.   LG이노텍은 올해 24분기 매출액이 지난해 같은 기간보다 1.2% 증가한 1조5399억원을 영업이익은 128.7% 늘어난 429억원을 기록했다.   권성률 DB금융투자 연구원은 23일 코로나19 여파로 24분기 고객사의 스마트폰 출하량이 많이 감소하고 14분기 선수요가 미리 반영된 점을 감안하면 24분기 실적은 비교적 선방했다고 평가했다.   권 연구원은 광학솔루션 매출액이 9296억원으로 직전 분기 대비 30% 감소했지만 40% 이상 빠질 것으로 우려했던 분기 초반 분위기에 비하면 분기 후반 분위기는 많이 개선됐다며 기판소재사업부는 고수익성을 유지한 반면 전장부품사업부는 비교적 큰 적자를 기록해 힘든 시기를 보냈다고 설명했다.   하반기 실적은 크게 개선될 전망이다. 권 연구원은 해외전략고객 고가모델의 출시 시점이 한 달 정도 지연될 가능성이 높아 LG이노텍의 실적 패턴은 과거와 다를 것이라며 34분기가 개선은 되지만 과거에 비하면 밋밋하고 44분기는 역대 최대 실적이 기대된다고 예상했다.  ggg@fnnews.com 강구귀 기자    헉 소리나는 스토리 뉴스 헉스 아는 척하고 싶은 당신을 위한 두유노우   저작권자  . 무단 전재재배포 금지 관련뉴스해당 언론사에서 선정하며 언론사 페이지()로 이동해 볼 수 있습니다.이수근 가슴아픈 고백 둘째 아들 오른팔다리에박원순 시장실 방문한 사람들 女비서 훑으며 여기는횡설수설하는 女승객 예리한 택시기사의 눈썰미차기 서울시장 경쟁에 나선다는 진짜 센 후보 누구조국 박원순 사건에 꽃뱀 취급으로,https://finance.naver.com/item/news_read.nhn?article_id=0004465631&office_id=014&code=011070&page=5&sm=,011070,0.43
7, 2020.07.23 07:33,"[클릭 e종목]“LG이노텍, 선방한 2분기… 하반기 실적 개선 전망”",구은모 기자 DB금융투자는 LG이노텍에 대해 올해 2분기 신종 코로나바이러스감염증(코로나19) 영향에도 불구하고 비교적 선방했다며 하반기 실적이 크게 개선될 것으로 내다봤다.LG이노텍은 올해 2분기 매출액이 지난해 같은 기간보다 1.2% 증가한 1조5399억원을 영업이익은 128.7% 늘어난 429억원을 기록했다.권성률 DB금융투자 연구원은 23일 보고서에서 코로나19 여파로 2분기 고객사의 스마트폰 출하량이 많이 감소하고 1분기 선수요가 미리 반영된 점을 감안하면 2분기 실적은 비교적 선방했다고 평가했다. 권 연구원은 광학솔루션 매출액이 9296억원으로 직전 분기 대비 30% 감소했지만 40% 이상 빠질 것으로 우려했던 분기 초반 분위기에 비하면 분기 후반 분위기는 많이 개선됐다며 기판소재사업부는 고수익성을 유지한 반면 전장부품사업부는 비교적 큰 적자를 기록해 힘든 시기를 보냈다고 설명했다.하반기 실적은 크게 개선될 전망이다. 권 연구원은 해외전략고객 고가모델의 출시 시점이 한 달 정도 지연될 가능성이 높아 LG이노텍의 실적 패턴은 과거와 다를 것이라며 3분기가 개선은 되지만 과거에 비하면 밋밋하고 4분기는 역대 최대 실적이 기대된다고 예상했다. 이어 3분기는 LED를 제외한 전 사업부 실적 개선이 가능하고 광학솔루션은 신모델 효과가 상당부분 4분기로 이연돼 3분기 영업이익은 903억원이 예상된다며 4분기는 이연된 수요가 폭발하고 광학솔루션 아이템도 추가되면서 3000억원 넘는 영업이익이 기대된다고 설명했다.구은모 기자 gooeunmo@asiae.co.kr 2020년 하반기 재물운연애운건강운 체크 네이버에서  뉴스를 받아보세요  놀 준비 되었다면 드루와  드링킷경제를 보는 눈 세계를 보는 창  무단전재 배포금지 관련뉴스해당 언론사에서 선정하며 언론사 페이지()로 이동해 볼 수 있습니다.김세아 상간녀 스캔들 해명했다가 또 소송당해에바 韓 애 낳으면 여자로 안봐섹시해 보이고 싶다단독캐디들 몰상식에 X판 영화배우 A씨 도넘은 횡포남중국해 병력 집결잠자던 시한폭탄 터졌다北에 1조1천억 퍼준 文정부김정은에 빚 독촉해야,https://finance.naver.com/item/news_read.nhn?article_id=0004723467&office_id=277&code=011070&page=5&sm=,011070,0.43
8, 2020.07.22 17:54,"LG이노텍, '어닝 서프라이즈' 2분기 영업이익 429억…전년比 128...",반도체디스플레이기판스마트폰카메라모듈실적견인  LG이노텍이 24분기 잠정실적 발표를 통해 연결기준 매출 1조5398억원 영업이익 429억3800만원을 기록했다고 22일 공시했다.   영업이익은 전년 동기(187억7200만원)보다 128.7% 오르고 직전 분기(1379억6000만원)보다 68.9% 떨어진 실적이다. 당기순이익은 75억9100만원으로 지난해 같은 기간(51억6500만원 손실)과 비교해 흑자전환에 성공했다. 당초 증권사 평균치(컨센서스)인 매출액 1조4709억원 영업이익 320억원을 훌쩍 뛰어넘는 수치다.   사업부문별로 보면 광학솔루션사업은 전년 동기 대비 12% 증가한 9296억원의 매출을 기록했다. 전분기 대비 30% 감소한 실적이다. 고화소 카메라모듈 및 3D센싱모듈 등 제품 라인업 확대와 안정적 생산 관리를 통해 시장의 우려 대비 양호한 실적을 거뒀다는 게 LG이노텍 측 설명이다.   기판소재사업은 전년 동기 대비 7% 전분기 대비 2% 증가한 2957억원의 매출을 올렸다. 통신용 반도체기판과 고해상도 디스플레이 기기에 적용되는 테이프 서브스트레이트 포토마스크 등 글로벌 시장선도 제품들이 전분기에 이어 견조한 성장세를 기록했다.   전장부품사업은 전년 동기 대비 12% 전분기 대비 18% 감소한 2329억원의 매출을 냈다. 코로나19 확산으로 인한 글로벌 자동차 시장 침체로 전장부품 수요가 줄어든 영향이 컸다는 분석이다. 다만 전기차의 핵심 부품인 배터리 매니지먼트 시스템(BMS)과 DCDC 컨버터 등 차량용 파워모듈의 판매는 늘었다.   한편 이날 LG이노텍은 1274억원의 신규시설투자 계획도 함께 공시했다. 이번 투자는 기판소재사업 핵심 기지인 구미사업장 생산라인 증설에 쓰여 통신 반도체기판의 생산능력을 확대할 예정이다. 투자 기간은 이날부터 내년 6월 30일까지다.    seo1@fnnews.com 김서원 기자    헉 소리나는 스토리 뉴스 헉스 아는 척하고 싶은 당신을 위한 두유노우   저작권자  . 무단 전재재배포 금지 관련뉴스해당 언론사에서 선정하며 언론사 페이지()로 이동해 볼 수 있습니다.이수근 가슴아픈 고백 둘째 아들 오른팔다리에박원순 시장실 방문한 사람들 女비서 훑으며 여기는횡설수설하는 女승객 예리한 택시기사의 눈썰미조국 박원순 사건에 꽃뱀 취급으로차기 서울시장 경쟁에 나선다는 진짜 센 후보 누구,https://finance.naver.com/item/news_read.nhn?article_id=0004465476&office_id=014&code=011070&page=5&sm=,011070,0.43
9, 2020.07.22 17:28,LG이노텍 구미 공장 증설…통신반도체기판 생산능력 확대,2분기 매출 1조5399억원 영업이익 429억원전년 동기比 매출 1.2% 영업이익 128.7% 증가LG이노텍이 통신용 반도체기판 사업에 신규 투자를 단행한다.LG이노텍은 통신 반도체기판의 생산능력 확대를 위한 1274억원 규모의 신규 시설투자 계획을 22일 공시했다. 이번 투자는 기판소재사업 핵심 기지인 구미사업장의 생산라인 증설에 쓰인다. 투자 기간은 7월 22일부터 내년 6월 30일까지다.통신용 반도체기판은 통신 기능을 하는 반도체 칩들을 하나의 기판에 실장하여 모바일 기기 안에서 제 성능을 발휘할 수 있도록 메인기판과 연결해주는 부품이다. 고집적 반도체 패키지에 사용되는 만큼 매우 얇고 정밀하게 설계된 첨단 기판이다.LG이노텍은 추가 투자를 통해 수요 증가에 적극 대응해 글로벌 1등 지위를 확고히 한다는 방침이다.이날 LG이노텍은 올 2분기 매출 1조 5399억원 영업이익 429억원을 기록했다고 밝혔다. 전년 동기 대비 매출은 1.2% 영업이익은 128.7% 증가했다. 전분기 대비 매출은 23.4% 영업이익은 68.9% 감소했다.회사 관계자는 계절적 비수기인 2분기에 코로나19 팬데믹까지 지속되어 시장의 불확실성이 컸지만 글로벌 일등 제품을 중심으로 안정적인 실적을 거뒀다며 차별화 기술과 품질 경쟁력을 보유한 반도체디스플레이 기판과 스마트폰 카메라모듈이 실적을 이끌었다고 말했다.사업 부문별 실적을 살펴보면 광학솔루션사업은 전년 동기 대비 12% 증가한 9296억원의 매출을 기록했다. 전분기 대비는 30% 감소한 매출이다. 2분기는 통상적으로 카메라모듈 수요가 크게 줄어드는 시기지만 고화소 카메라모듈 및 3D센싱모듈 등 제품 라인업 확대와 안정적 생산 관리를 통해 시장의 우려 대비 양호한 실적을 거뒀다는 분석이다. 기판소재사업은 전년 동기 대비 7% 전분기 대비 2% 증가한 2957억원의 매출을 기록했다. 통신용 반도체기판과 고해상도 디스플레이 기기에 적용되는 테이프 서브스트레이트 포토마스크 등 글로벌 시장선도 제품들이 전분기에 이어 견조한 성장세를 기록했다.전장부품사업은 전년 동기 대비 12% 전분기 대비 18% 감소한 2329억원의 매출을 기록했다. 코로나19 확산으로 인한 글로벌 자동차 시장 침체로 전장부품 수요가 줄어든 영향이 컸다. 하지만 전기차의 핵심 부품인 배터리 매니지먼트 시스템(BMS)과 DCDC 컨버터 등 차량용 파워모듈의 판매는 늘었다.황순민 기자네이버 메인에서 를 받아보세요 바로가기뉴스레터 매콤달콤 구독   mk.co.kr 무단전재 및 재배포 금지 관련뉴스해당 언론사에서 선정하며 언론사 페이지()로 이동해 볼 수 있습니다.SK바이오팜 대박 후유증직원 줄사표 현실로한국의 트럼프일본 언론들 유력 대권후보로 이재명 조명클라라 근황돋보이는 애플힙+넘치는 탄력배한철의 역사의 더께도둑2배신한 아전 살해한 탐관오리 관찰사단독 미투 논란 조재현 근황 지방에서 칩거 중,https://finance.naver.com/item/news_read.nhn?article_id=0004620462&office_id=009&code=011070&page=5&sm=,011070,0.5
